Date,Open,High,Low,Close,Volume,MA_30,Daily_Return
2018-01-16,"13,836.10","13,843.10","10,194.90",11490.5,18853799936,15018.423333333334,-0.1685480252970375
2018-01-17,"11,431.10","11,678.00","9,402.29",11188.6,18830600192,14754.236666666666,-0.026273878421304575
2018-01-18,"11,198.80","12,107.30","10,942.50",11474.9,15020399616,14544.176666666666,0.025588545483795855
2018-01-19,"11,429.80","11,992.80","11,172.10",11607.4,10740400128,14376.936666666668,0.011546941585547588
2018-01-20,"11,656.20","13,103.00","11,656.20",12899.2,11801700352,14280.146666666666,0.11129107293623042
2018-01-21,"12,889.20","12,895.90","11,288.20",11600.1,9935179776,14205.756666666666,-0.10071167204167708
2018-01-22,"11,633.10","11,966.40","10,240.20",10931.4,10537400320,14080.163333333332,-0.05764605477538998
2018-01-23,"10,944.50","11,377.60","10,129.70",10868.4,9660609536,13978.25,-0.005763214226905955
2018-01-24,"10,903.40","11,501.40","10,639.80",11359.4,9940989952,13889.343333333334,0.04517684295756497
2018-01-25,"11,421.70","11,785.70","11,057.40",11259.4,8873169920,13727.996666666666,-0.008803281863478674
2018-01-26,"11,256.00","11,656.70","10,470.30",11171.4,9746199552,13572.426666666666,-0.007815691777536937
2018-01-27,"11,174.90","11,614.90","10,989.20",11440.7,7583269888,13466.9,0.024106199760101754
2018-01-28,"11,475.30","12,040.30","11,475.30",11786.3,8350360064,13371.236666666668,0.03020794182174158
2018-01-29,"11,755.50","11,875.60","11,179.20",11296.4,7107359744,13316.043333333333,-0.041565207062436826
2018-01-30,"11,306.80","11,307.20","10,036.20",10106.3,8637859840,13181.04,-0.10535214758684186
2018-01-31,"10,108.20","10,381.60","9,777.42",10221.1,8041160192,13066.503333333332,0.01135925116016745
2018-02-01,"10,237.30","10,288.80","8,812.28",9170.54,9959400448,12872.784666666666,-0.10278345774916586
2018-02-02,"9,142.28","9,142.28","7,796.49",8830.75,12726899712,12660.443,-0.037052343700589185
2018-02-03,"8,852.12","9,430.75","8,251.63",9174.91,7263790080,12446.3,0.03897290717096502
2018-02-04,"9,175.70","9,334.87","8,031.22",8277.01,7073549824,12141.217,-0.09786472019889014
2018-02-05,"8,270.54","8,364.84","6,756.68",6955.27,9285289984,11788.826,-0.1596880999298056
2018-02-06,"7,051.75","7,850.70","6,048.26",7754.0,13999800320,11498.039333333332,0.11483810118083126
2018-02-07,"7,755.49","8,509.11","7,236.79",7621.3,9169280000,11246.412666666667,-0.01711374774310026
2018-02-08,"7,637.86","8,558.77","7,637.86",8265.59,9346750464,11035.419,0.08453807093278054
2018-02-09,"8,271.84","8,736.98","7,884.71",8736.98,6784820224,10827.541666666666,0.057030411622158717
2018-02-10,"8,720.08","9,122.55","8,295.47",8621.9,7780960256,10668.078333333333,-0.013171599339817597
2018-02-11,"8,616.13","8,616.13","7,931.10",8129.97,6122189824,10473.057333333334,-0.05705586935594231
2018-02-12,"8,141.43","8,985.92","8,141.43",8926.57,6256439808,10291.936333333333,0.09798314138920561
2018-02-13,"8,926.72","8,958.47","8,455.41",8598.31,5696719872,10119.48,-0.03677336311707635
2018-02-14,"8,599.92","9,518.54","8,599.92",9494.63,7909819904,9975.307666666666,0.10424374092118094
2018-02-15,"9,488.32","10,234.80","9,395.58",10166.4,9062540288,9931.171,0.07075262543142813
2018-02-16,"10,135.70","10,324.10","9,824.82",10233.9,7296159744,9899.347666666668,0.006639518413597667
2018-02-17,"10,207.50","11,139.50","10,149.40",11112.7,8660880384,9887.274333333333,0.0858714664008835
2018-02-18,"11,123.40","11,349.80","10,326.00",10551.8,8744009728,9852.087666666666,-0.050473782249138455
2018-02-19,"10,552.60","11,273.80","10,513.20",11225.3,7652089856,9796.291000000001,0.06382797247862926
2018-02-20,"11,231.80","11,958.50","11,231.80",11403.7,9926540288,9789.744333333332,0.015892671019928306
2018-02-21,"11,372.20","11,418.50","10,479.10",10690.4,9405339648,9781.711000000001,-0.06254987416364877
2018-02-22,"10,660.40","11,039.10","9,939.09",10005.0,8040079872,9752.931,-0.06411359724612731
2018-02-23,"9,937.07","10,487.30","9,734.56",10301.1,7739500032,9717.654333333334,0.029595202398800646
2018-02-24,"10,287.70","10,597.20","9,546.97",9813.07,6917929984,9669.443333333333,-0.04737649377250974
2018-02-25,"9,796.42","9,923.22","9,407.06",9664.73,5706939904,9619.221,-0.01511657412002565
2018-02-26,"9,669.43","10,475.00","9,501.73",10366.7,7287690240,9583.421,0.07263213767999743
2018-02-27,"10,393.90","10,878.50","10,246.10",10725.6,6966179840,9548.064333333334,0.03462046745830394
2018-02-28,"10,687.20","11,089.80","10,393.10",10397.9,6936189952,9518.114333333335,-0.03055306929216084
2018-03-01,"10,385.00","11,052.30","10,352.70",10951.0,7317279744,9546.271,0.05319343328941417
2018-03-02,"10,977.40","11,189.00","10,850.10",11086.4,7620590080,9575.114333333333,0.012364167655921854
2018-03-03,"11,101.90","11,528.20","11,002.40",11489.7,6690570240,9652.419666666667,0.03637790445951805
2018-03-04,"11,497.40","11,512.60","11,136.10",11512.6,6084149760,9741.814666666667,0.0019930894627362417
2018-03-05,"11,532.40","11,704.10","11,443.90",11573.3,6468539904,9821.760999999999,0.00527248406094194
2018-03-06,"11,500.10","11,500.10","10,694.30",10779.9,6832169984,9905.190666666665,-0.0685543449145879
2018-03-07,"10,803.90","10,929.50","9,692.12",9965.57,8797910016,10005.534000000001,-0.07554151708271872
2018-03-08,"9,951.44","10,147.40","9,335.87",9395.01,7186089984,10060.234333333334,-0.05725312250077008
2018-03-09,"9,414.69","9,466.35","8,513.03",9337.55,8704190464,10117.442666666666,-0.006116012649268199
2018-03-10,"9,350.59","9,531.32","8,828.47",8866.0,5386319872,10137.456333333334,-0.05050039892691327
2018-03-11,"8,852.78","9,711.89","8,607.12",9578.63,6296370176,10165.511333333334,0.08037784795849312
2018-03-12,"9,602.93","9,937.50","8,956.43",9205.12,6457399808,10184.952,-0.03899409414498711
2018-03-13,"9,173.04","9,470.38","8,958.19",9194.85,5991139840,10220.447999999999,-0.0011156834457346498
2018-03-14,"9,214.65","9,355.85","8,068.59",8269.81,6438230016,10198.556,-0.10060414253631123
2018-03-15,"8,290.76","8,428.35","7,783.05",8300.86,6834429952,10188.641000000001,0.003754620722846269
2018-03-16,"8,322.91","8,585.15","8,005.31",8338.35,5289379840,10150.098333333333,0.00451639950559346
2018-03-17,"8,321.91","8,346.53","7,812.82",7916.88,4426149888,10075.114333333333,-0.05054597132526217
2018-03-18,"7,890.52","8,245.51","7,397.99",8223.68,6639190016,10008.107,0.03875263992886091
2018-03-19,"8,344.12","8,675.87","8,182.40",8630.65,6729110016,9925.372000000001,0.04948757733763953
2018-03-20,"8,619.67","9,051.02","8,389.89",8913.47,6361789952,9870.760999999999,0.032769258398845924
2018-03-21,"8,937.48","9,177.37","8,846.33",8929.28,6043129856,9794.227,0.0017737199990577324
2018-03-22,"8,939.44","9,100.71","8,564.90",8728.47,5530390016,9705.052666666665,-0.022488935278096478
2018-03-23,"8,736.25","8,879.62","8,360.62",8879.62,5954120192,9644.693333333333,0.017316895171777036
2018-03-24,"8,901.95","8,996.18","8,665.70",8668.12,5664600064,9600.130666666666,-0.023818586831418465
2018-03-25,"8,612.81","8,682.01","8,449.10",8495.78,4569880064,9539.953333333333,-0.019882050548446495
2018-03-26,"8,498.47","8,530.08","7,921.43",8209.4,5921039872,9486.497666666668,-0.03370849998469838
2018-03-27,"8,200.00","8,232.78","7,797.28",7833.04,5378250240,9425.441333333332,-0.0458450069432601
2018-03-28,"7,836.83","8,122.89","7,809.17",7954.48,4935289856,9345.034000000001,0.015503559282219914
2018-03-29,"7,979.07","7,994.33","7,081.38",7165.7,6361229824,9226.370666666666,-0.09916173024509456
2018-03-30,"7,171.45","7,276.66","6,683.93",6890.52,6289509888,9109.458,-0.03840238915946792
2018-03-31,"6,892.48","7,207.85","6,863.52",6973.53,4553269760,8976.875666666665,0.012046986294212747
2018-04-01,"7,003.06","7,060.95","6,526.87",6844.23,4532100096,8835.47,-0.018541542088440166
2018-04-02,"6,844.86","7,135.47","6,816.58",7083.8,4333440000,8688.606666666667,0.03500320708100113
2018-04-03,"7,102.26","7,530.94","7,072.49",7456.11,5499700224,8553.390333333333,0.05255794912335188
2018-04-04,"7,456.41","7,469.88","6,803.88",6853.84,4936000000,8396.075,-0.08077536409736441
2018-04-05,"6,848.65","6,933.82","6,644.80",6811.47,5639320064,8263.794,-0.006181935965823504
2018-04-06,"6,815.96","6,857.49","6,575.00",6636.32,3766810112,8152.819,-0.02571397950809451
2018-04-07,"6,630.51","7,050.54","6,630.51",6911.09,3976610048,8070.0216666666665,0.04140397087542502
2018-04-08,"6,919.98","7,111.56","6,919.98",7023.52,3652499968,7992.887333333333,0.016268056124287167
2018-04-09,"7,044.32","7,178.11","6,661.99",6770.73,4894060032,7923.045,-0.03599192427728559
2018-04-10,"6,795.44","6,872.41","6,704.15",6834.76,4272750080,7831.582666666666,0.009456882788118959
2018-04-11,"6,843.47","6,968.32","6,817.59",6968.32,4641889792,7757.022666666667,0.019541286014431947
2018-04-12,"6,955.38","7,899.23","6,806.51",7889.25,8906250240,7713.502666666666,0.13215954491182957
2018-04-13,"7,901.09","8,183.96","7,758.93",7895.96,7764460032,7701.041,0.0008505244478245189
2018-04-14,"7,874.67","8,140.71","7,846.00",7986.24,5191430144,7690.553666666668,0.011433695206156003
2018-04-15,"7,999.33","8,338.42","7,999.33",8329.11,5244480000,7690.245666666667,0.0429325940617864
2018-04-16,"8,337.57","8,371.15","7,925.73",8058.67,5631309824,7694.972,-0.0324692554186462
2018-04-17,"8,071.66","8,285.96","7,881.72",7902.09,6900879872,7684.252333333334,-0.019430005199369105
2018-04-18,"7,944.43","8,197.80","7,886.01",8163.42,6529909760,7668.678000000001,0.033070997672767666
2018-04-19,"8,159.27","8,298.69","8,138.78",8294.31,7063209984,7648.039333333334,0.016033721160984005
2018-04-20,"8,286.88","8,880.23","8,244.54",8845.83,8438110208,7645.257666666667,0.06649377705921289
2018-04-21,"8,848.79","8,997.57","8,652.15",8895.58,7548550144,7650.828,0.005624118935136702
2018-04-22,"8,925.06","9,001.64","8,779.61",8802.46,6629899776,7648.255999999999,-0.010468120122577806
2018-04-23,"8,794.39","8,958.55","8,788.81",8930.88,6925190144,7657.014666666667,0.014589103500612266
2018-04-24,"8,934.34","9,732.61","8,927.83",9697.5,10678800384,7697.072,0.08583924540470833
2018-04-25,"9,701.03","9,745.32","8,799.84",8845.74,11083100160,7718.283333333334,-0.08783294663573094
2018-04-26,"8,867.32","9,281.51","8,727.09",9281.51,8970559488,7766.565666666666,0.04926326118561031
2018-04-27,"9,290.63","9,375.47","8,987.05",8987.05,7566289920,7800.984666666667,-0.03172544122669707
2018-04-28,"8,939.27","9,412.09","8,931.99",9348.48,7805479936,7873.744000000001,0.04021675633272315
2018-04-29,"9,346.41","9,531.49","9,193.71",9419.08,8853000192,7958.029333333334,0.007552029848702624
2018-04-30,"9,426.11","9,477.14","9,166.81",9240.55,8673920000,8033.596666666666,-0.01895408044097735
2018-05-01,"9,251.47","9,255.88","8,891.05",9119.01,7713019904,8109.422666666666,-0.013152896743159115
2018-05-02,"9,104.60","9,256.52","9,015.14",9235.92,7558159872,8181.160000000001,0.012820470643194914
2018-05-03,"9,233.97","9,798.33","9,188.15",9743.86,10207299584,8257.418333333333,0.054996145484153214
2018-05-04,"9,695.50","9,779.20","9,585.96",9700.76,8217829888,8352.315666666667,-0.00442329836430333
2018-05-05,"9,700.28","9,964.50","9,695.12",9858.15,7651939840,8453.871666666666,0.016224501997781582
2018-05-06,"9,845.31","9,940.14","9,465.25",9654.8,7222280192,8554.487666666666,-0.020627602542059198
2018-05-07,"9,645.67","9,665.85","9,231.53",9373.01,7394019840,8636.551666666666,-0.029186518622861035
2018-05-08,"9,380.87","9,462.75","9,127.77",9234.82,7415869952,8710.261666666667,-0.01474339619823306
2018-05-09,"9,223.73","9,374.76","9,031.62",9325.18,7226890240,8795.41,0.009784706144786881
2018-05-10,"9,325.96","9,396.04","9,040.52",9043.94,6906699776,8869.049333333332,-0.03015920336122191
2018-05-11,"9,052.96","9,052.96","8,394.46",8441.49,8488520192,8918.155,-0.06661366616762177
2018-05-12,"8,441.44","8,664.86","8,223.50",8504.89,6821380096,8938.676333333333,0.007510522431466438
2018-05-13,"8,515.49","8,773.55","8,395.12",8723.94,5866379776,8966.275666666665,0.025755771091689805
2018-05-14,"8,713.10","8,881.12","8,367.97",8716.79,7364149760,8990.627333333334,-0.0008195838119015031
2018-05-15,"8,705.19","8,836.19","8,456.45",8510.38,6705710080,8996.669666666667,-0.02367958847236218
2018-05-16,"8,504.41","8,508.43","8,175.49",8368.83,6760220160,9007.008333333333,-0.016632629800314325
2018-05-17,"8,370.05","8,445.54","8,054.12",8094.32,5862530048,9013.416,-0.032801478820814856
2018-05-18,"8,091.83","8,274.12","7,974.82",8250.97,5764190208,9016.334333333332,0.019353077219581127
2018-05-19,"8,255.73","8,372.06","8,183.35",8247.18,4712399872,9014.763333333332,-0.00045933993215330204
2018-05-20,"8,246.99","8,562.41","8,205.24",8513.25,5191059968,9003.677333333333,0.032261936807490565
2018-05-21,"8,522.33","8,557.52","8,365.12",8418.99,5154990080,8987.791,-0.011072152233283394
2018-05-22,"8,419.87","8,423.25","8,004.58",8041.78,5137010176,8962.435,-0.04480466184185994
2018-05-23,"8,037.08","8,054.66","7,507.88",7557.82,6491120128,8916.666333333333,-0.06018070626154903
2018-05-24,"7,561.12","7,738.60","7,331.14",7587.34,6049220096,8846.327666666666,0.0039058882058584654
2018-05-25,"7,592.30","7,659.14","7,392.65",7480.14,4867829760,8800.807666666666,-0.014128798762148453
2018-05-26,"7,486.48","7,595.16","7,349.12",7355.88,4051539968,8736.619999999999,-0.01661198854566892
2018-05-27,"7,362.08","7,381.74","7,270.96",7368.22,4056519936,8682.659,0.0016775695090187615
2018-05-28,"7,371.31","7,419.05","7,100.89",7135.99,5040600064,8608.909333333333,-0.031517788556802095
2018-05-29,"7,129.46","7,526.42","7,090.68",7472.59,5662660096,8544.026333333333,0.04716934861175548
2018-05-30,"7,469.73","7,573.77","7,313.60",7406.52,4922540032,8482.892,-0.008841646604457076
2018-05-31,"7,406.15","7,608.90","7,361.13",7494.17,5127130112,8428.730666666666,0.011834167733294487
2018-06-01,"7,500.70","7,604.73","7,407.34",7541.45,4921460224,8372.248333333333,0.006308904121470338
2018-06-02,"7,536.72","7,695.83","7,497.26",7643.45,4939299840,8302.234666666667,0.013525250449184067
2018-06-03,"7,632.09","7,754.89","7,613.04",7720.25,4851760128,8236.217666666667,0.010047818720603896
2018-06-04,"7,722.53","7,753.82","7,474.04",7514.47,4993169920,8158.095,-0.026654577248146127
2018-06-05,"7,500.90","7,643.23","7,397.00",7633.76,4961739776,8090.727000000001,0.015874705734403083
2018-06-06,"7,625.97","7,680.43","7,502.01",7653.98,4692259840,8033.426,0.002648760243968873
2018-06-07,"7,650.82","7,741.27","7,650.82",7678.24,4485799936,7981.539999999999,0.003169592813150768
2018-06-08,"7,685.14","7,698.19","7,558.40",7624.92,4227579904,7924.864666666666,-0.00694429973535593
2018-06-09,"7,632.52","7,683.58","7,531.98",7531.98,3845220096,7874.466,-0.012188980343400435
2018-06-10,"7,499.55","7,499.55","6,709.07",6786.02,5804839936,7819.283666666667,-0.099039030905552
2018-06-11,"6,799.29","6,910.18","6,706.63",6906.92,4745269760,7766.018,0.01781603944580179
2018-06-12,"6,905.82","6,907.96","6,542.08",6582.36,4654380032,7694.632,-0.04699055440051436
2018-06-13,"6,596.88","6,631.66","6,285.63",6349.9,5052349952,7615.735666666666,-0.03531560109140186
2018-06-14,"6,342.75","6,707.14","6,334.46",6675.35,5138710016,7554.568,0.051252775634262004
2018-06-15,"6,674.08","6,681.08","6,433.87",6456.58,3955389952,7490.8263333333325,-0.03277281341053284
2018-06-16,"6,455.45","6,592.49","6,402.29",6550.16,3194170112,7439.354333333333,0.01449374126859726
2018-06-17,"6,545.53","6,589.11","6,499.27",6499.27,3104019968,7380.964333333333,-0.007769275865016967
2018-06-18,"6,510.07","6,781.14","6,446.68",6734.82,4039200000,7330.552333333334,0.03624253185357729
2018-06-19,"6,742.39","6,822.50","6,709.92",6769.94,4057029888,7272.441999999999,0.0052146902218619395
2018-06-20,"6,770.76","6,821.56","6,611.88",6776.55,3888640000,7217.694,0.0009763749752582651
2018-06-21,"6,780.09","6,810.94","6,715.17",6729.74,3529129984,7173.959333333333,-0.006907644745482666
2018-06-22,"6,737.88","6,747.08","6,006.60",6083.69,5079810048,7124.821666666667,-0.09599925108548035
2018-06-23,"6,090.10","6,224.82","6,071.81",6162.48,3431360000,7077.326333333333,0.01295102150175298
2018-06-24,"6,164.28","6,223.78","5,826.41",6173.23,4566909952,7033.7626666666665,0.0017444275681219867
2018-06-25,"6,171.97","6,327.37","6,119.68",6249.18,5500810240,6996.872666666667,0.01230312170452108
2018-06-26,"6,253.55","6,290.16","6,093.67",6093.67,3279759872,6954.3876666666665,-0.024884864894274217
2018-06-27,"6,084.40","6,180.00","6,052.85",6157.13,3296219904,6921.759,0.010414085436198484
2018-06-28,"6,153.16","6,170.41","5,873.05",5903.44,3467800064,6869.454,-0.04120263824216808
2018-06-29,"5,898.13","6,261.66","5,835.75",6218.3,3966230016,6829.846666666666,0.05333500467524033
2018-06-30,"6,214.22","6,465.51","6,214.22",6404.0,4543860224,6793.507666666666,0.029863467507196484
2018-07-01,"6,411.68","6,432.85","6,289.29",6385.82,4788259840,6754.986666666667,-0.0028388507183011447
2018-07-02,"6,380.38","6,683.86","6,305.70",6614.18,4396930048,6720.6776666666665,0.035760481817527
2018-07-03,"6,596.66","6,671.37","6,447.75",6529.59,4672309760,6680.989,-0.012789189287258584
2018-07-04,"6,550.87","6,771.92","6,450.46",6597.55,4176689920,6650.425,0.010408004177903996
2018-07-05,"6,599.71","6,749.54","6,546.65",6639.14,4999240192,6617.270999999999,0.006303855218982912
2018-07-06,"6,638.69","6,700.94","6,533.55",6673.5,4313959936,6584.588333333333,0.00517536909900973
2018-07-07,"6,668.71","6,863.99","6,579.24",6856.93,3961080064,6557.211333333335,0.02748632651532179
2018-07-08,"6,857.80","6,885.91","6,747.98",6773.88,3386210048,6528.843333333333,-0.012111834304856628
2018-07-09,"6,775.08","6,838.68","6,724.34",6741.75,3718129920,6502.502333333333,-0.004743219543304589
2018-07-10,"6,739.21","6,767.74","6,320.72",6329.95,4052430080,6487.3,-0.06108206326250609
2018-07-11,"6,330.77","6,444.96","6,330.47",6394.71,3644859904,6470.226333333333,0.010230728520762344
2018-07-12,"6,396.78","6,397.10","6,136.42",6228.81,3770170112,6458.441333333333,-0.025943318774424462
2018-07-13,"6,235.03","6,310.55","6,192.24",6238.05,3805400064,6454.713000000001,0.0014834294191024
2018-07-14,"6,247.50","6,298.19","6,212.22",6276.12,2923670016,6441.405333333333,0.0061028686849256
2018-07-15,"6,272.70","6,403.46","6,256.51",6359.64,3285459968,6438.174,0.013307584941014472
2018-07-16,"6,357.01","6,741.75","6,357.01",6741.75,4725799936,6444.560333333333,0.060083589637149215
2018-07-17,"6,739.65","7,387.24","6,684.17",7321.04,5961950208,6471.952666666666,0.08592576111543737
2018-07-18,"7,315.32","7,534.99","7,280.47",7370.78,6103410176,6493.151333333333,0.006794116682875551
2018-07-19,"7,378.20","7,494.46","7,295.46",7466.86,5111629824,6516.3820000000005,0.013035255427512382
2018-07-20,"7,467.40","7,594.67","7,323.26",7354.13,4936869888,6535.634666666667,-0.01509737694291835
2018-07-21,"7,352.72","7,437.64","7,262.41",7419.29,3726609920,6558.6196666666665,0.008860327462255846
2018-07-22,"7,417.80","7,537.95","7,383.82",7418.49,3695460096,6603.113,-0.00010782702927103482
2018-07-23,"7,414.71","7,771.50","7,409.10",7711.11,5132480000,6654.7339999999995,0.03944468483478447
2018-07-24,"7,716.51","8,424.27","7,705.50",8424.27,7277689856,6729.768666666667,0.09248473955111525
2018-07-25,"8,379.66","8,416.87","8,086.36",8181.39,5845400064,6794.175666666666,-0.028830984761884393
2018-07-26,"8,176.85","8,290.33","7,878.71",7951.58,4899089920,6856.106,-0.028089358898671257
2018-07-27,"7,950.40","8,262.66","7,839.76",8165.01,5195879936,6923.035333333333,0.026841206401746698
2018-07-28,"8,169.06","8,222.85","8,110.77",8192.15,3988750080,6999.325666666667,0.0033239395910107383
2018-07-29,"8,205.82","8,272.26","8,141.18",8218.46,4107190016,7065.997666666666,0.003211611115519153
2018-07-30,"8,221.58","8,235.50","7,917.50",8180.48,5551400000,7125.2136666666665,-0.0046213037479040375
2018-07-31,"8,181.20","8,181.53","7,696.93",7780.44,5287530000,7171.701,-0.04890177593490841
2018-08-01,"7,769.04","7,769.04","7,504.95",7624.91,4797620000,7205.392000000001,-0.01998987203808522
2018-08-02,"7,634.19","7,712.77","7,523.44",7567.15,4214110000,7239.977333333333,-0.007575171379072043
2018-08-03,"7,562.14","7,562.14","7,328.65",7434.39,4627150000,7267.872,-0.017544253781146102
2018-08-04,"7,438.67","7,497.49","6,984.07",7032.85,4268390000,7280.995666666667,-0.054011156261643545
2018-08-05,"7,031.08","7,102.77","6,940.70",7068.48,3679110000,7294.161666666667,0.005066224930149188
2018-08-06,"7,062.94","7,166.55","6,890.54",6951.8,3925900000,7297.323999999999,-0.01650708497442155
2018-08-07,"6,958.32","7,146.56","6,748.24",6753.12,4682800000,7296.6320000000005,-0.02857964843637628
2018-08-08,"6,746.85","6,746.85","6,226.22",6305.8,5064430000,7282.100333333334,-0.06623901248608044
2018-08-09,"6,305.56","6,625.73","6,249.07",6568.23,4267040000,7290.043000000001,0.04161724126994182
2018-08-10,"6,571.42","6,591.26","6,124.52",6184.71,4528680000,7283.043000000001,-0.05839015990609331
2018-08-11,"6,185.79","6,455.74","6,109.03",6295.73,4047850000,7285.273666666667,0.017950720405645493
2018-08-12,"6,283.65","6,409.85","6,237.50",6322.69,5665250000,7288.094999999999,0.00428226750511862
2018-08-13,"6,341.36","6,537.05","6,225.72",6297.57,4083980000,7288.8099999999995,-0.003972992507935702
2018-08-14,"6,287.66","6,287.94","5,971.05",6199.71,5301700000,7283.479,-0.015539327073776033
2018-08-15,"6,221.42","6,588.49","6,221.42",6308.52,4895450000,7269.0380000000005,0.01755082092549487
2018-08-16,"6,294.23","6,473.50","6,276.41",6334.73,4328420000,7236.161000000001,0.00415469872489882
2018-08-17,"6,340.91","6,582.50","6,324.97",6580.63,4992990000,7209.822666666666,0.03881775545287658
2018-08-18,"6,583.43","6,617.35","6,353.73",6423.76,3984520000,7175.0526666666665,-0.02383814315650623
2018-08-19,"6,422.57","6,537.98","6,361.55",6506.07,3311170000,7146.784,0.012813367871775894
2018-08-20,"6,500.51","6,536.92","6,297.93",6308.53,3665100000,7109.758666666667,-0.030362415405920884
2018-08-21,"6,301.07","6,500.87","6,298.24",6488.76,3377180000,7078.767666666666,0.028569254644108977
2018-08-22,"6,486.25","6,816.79","6,310.11",6376.71,4668110000,7034.287666666667,-0.017268322452980267
2018-08-23,"6,371.34","6,546.54","6,371.34",6534.88,3426180000,6971.308000000001,0.024804326996209713
2018-08-24,"6,551.52","6,719.96","6,498.64",6719.96,4097820000,6922.593666666667,0.028321866660137696
2018-08-25,"6,719.95","6,789.63","6,700.96",6763.19,3312600000,6882.980666666667,0.006433074006392925
2018-08-26,"6,754.64","6,774.75","6,620.75",6707.26,3295500000,6834.388999999999,-0.008269766190214911
2018-08-27,"6,710.80","6,884.64","6,689.71",6884.64,4019000000,6790.805333333334,0.02644597048571251
2018-08-28,"6,891.08","7,109.56","6,882.34",7096.28,4659940000,6753.399333333334,0.030740895675009705
2018-08-29,"7,091.71","7,113.30","6,970.82",7047.16,4145880000,6715.622,-0.0069219365639461294
2018-08-30,"7,043.76","7,072.69","6,834.69",6978.23,4463250000,6688.881666666667,-0.009781245210836786
2018-08-31,"6,973.97","7,057.17","6,920.16",7037.58,4495650000,6669.304,0.0085050220471381
2018-09-01,"7,044.81","7,242.29","7,038.05",7193.25,4116050000,6656.840666666667,0.022119819597077317
2018-09-02,"7,189.58","7,306.31","7,132.16",7272.72,4329540000,6651.451666666666,0.011047857366280889
2018-09-03,"7,279.03","7,317.94","7,208.15",7260.06,4087760000,6659.025333333334,-0.0017407517407517226
2018-09-04,"7,263.00","7,388.26","7,255.44",7361.66,4273640000,6668.798,0.01399437470213738
2018-09-05,"7,361.46","7,388.43","6,792.83",6792.83,5800460000,6663.499,-0.07726925720557587
2018-09-06,"6,755.14","6,755.14","6,404.72",6529.17,5523470000,6656.034,-0.03881445583063314
2018-09-07,"6,528.92","6,555.29","6,396.87",6467.07,4264680000,6661.409666666667,-0.009511162980899601
2018-09-08,"6,460.17","6,534.25","6,197.52",6225.98,3835060000,6650.001333333333,-0.03727963358986375
2018-09-09,"6,223.38","6,446.26","6,201.22",6300.86,3671890000,6653.8730000000005,0.01202702225191854
2018-09-10,"6,301.57","6,374.98","6,292.76",6329.7,3714100000,6655.005333333333,0.004577152960072217
2018-09-11,"6,331.88","6,398.92","6,260.21",6321.2,3849910000,6654.955666666667,-0.0013428756497148031
2018-09-12,"6,317.01","6,363.87","6,265.09",6351.8,4064230000,6656.763333333333,0.004840853002594514
2018-09-13,"6,354.24","6,535.41","6,354.24",6517.31,4210910000,6667.35,0.02605718064170781
2018-09-14,"6,515.41","6,596.10","6,456.17",6512.71,4076220000,6674.156333333333,-0.000705812674247519
2018-09-15,"6,509.40","6,561.72","6,493.55",6543.2,3216300000,6681.105333333334,0.0046816148730712825
2018-09-16,"6,536.68","6,544.33","6,460.10",6517.18,3273730000,6678.990333333334,-0.003976647511920728
2018-09-17,"6,514.06","6,540.21","6,257.52",6281.2,3910780000,6674.238333333333,-0.036208912443725705
2018-09-18,"6,280.91","6,384.18","6,265.71",6371.3,4180090000,6669.746,0.014344392791186378
2018-09-19,"6,371.85","6,448.46","6,208.34",6398.54,4431340000,6672.746333333333,0.004275422598213785
2018-09-20,"6,398.85","6,529.26","6,395.95",6519.67,4348110000,6673.776666666668,0.018930881107252606
2018-09-21,"6,513.87","6,794.33","6,496.36",6734.95,6531940000,6685.717999999999,0.033020076169499424
2018-09-22,"6,735.05","6,814.56","6,616.80",6721.98,4509660000,6691.9546666666665,-0.001925775247032302
2018-09-23,"6,715.32","6,766.15","6,679.42",6710.63,4197500000,6691.643666666667,-0.0016884905935452554
2018-09-24,"6,704.77","6,713.56","6,580.90",6595.41,4177310000,6686.051,-0.017169773925846066
2018-09-25,"6,603.64","6,603.64","6,381.86",6446.47,4726180000,6677.358000000001,-0.022582371679698343
2018-09-26,"6,452.79","6,585.91","6,397.89",6495.0,4437300000,6664.37,0.007528151065621991
2018-09-27,"6,495.29","6,712.10","6,464.95",6676.75,4606810000,6650.385666666667,0.027983063895304028
2018-09-28,"6,678.75","6,785.03","6,598.32",6644.13,5014430000,6636.951333333333,-0.004885610514097416
2018-09-29,"6,643.10","6,643.10","6,511.65",6601.96,4363690000,6624.409,-0.006346955884367067
2018-09-30,"6,604.71","6,643.78","6,566.54",6625.56,4002280000,6610.675,0.0035746959993698812
2018-10-01,"6,619.85","6,653.30","6,549.08",6589.62,4000970000,6590.554,-0.005424447141071931
2018-10-02,"6,593.24","6,611.84","6,537.90",6556.1,3979260000,6566.666666666667,-0.005086788009020182
2018-10-03,"6,553.86","6,571.46","6,454.03",6502.59,3887310000,6541.417666666666,-0.008161864523115958
2018-10-04,"6,497.91","6,603.31","6,497.91",6576.69,3838410000,6515.2519999999995,0.01139545934773678
2018-10-05,"6,574.15","6,623.62","6,557.41",6622.48,3671500000,6509.573666666667,0.006962468962350421
2018-10-06,"6,622.45","6,628.54","6,577.80",6588.31,3259740000,6511.545,-0.005159698481535524
